h3_index,total_records,unique_customers,total_count,total_sum,avg_transaction,min_transaction,max_transaction,avg_std,total_distinct_transactions,unique_mcc,unique_time_buckets,sum_per_customer,transactions_per_customer,records_per_customer,atm_active_customers,atm_activity_records,atm_activity,vtb_atm_count,vtb_office_count,metro_count,competitor_atm_count,mall_count,university_count
8911aa6a317ffff,546,181,2625,1161065.17,464.97717426891944,2.98,4857.72,308.3765046393257,1055,5,4,6414.724696132596,14.502762430939226,3.016574585635359,0,0,0,0,0,0,0,0,0
8911aa6a31bffff,253,150,774,599985.62,886.3960613856522,8.49,28665.0,579.0838129145782,321,7,4,3999.9041333333334,5.16,1.6866666666666668,0,0,0,0,0,0,0,0,0
8911aa6a323ffff,2623,1710,7852,1687998.25,330.0759882415555,10.0,19500.0,114.9423964525191,4812,7,4,987.1334795321637,4.591812865497076,1.5339181286549708,0,0,0,0,0,0,0,0,0
8911aa6a327ffff,223,130,639,330405.0,420.04993787291477,7.0,59900.0,327.7013948351452,223,8,4,2541.576923076923,4.915384615384616,1.7153846153846153,56,56,1,0,0,0,0,0,0
8911aa6a32bffff,275,162,524,261218.85,517.368287907709,10.0,8900.09,256.5081744548497,300,7,3,1612.4620370370371,3.234567901234568,1.6975308641975309,53,53,1,0,0,1,1,0,0
8911aa6a32fffff,52,41,90,46682.06,457.32551282038463,14.0,3810.0,232.8812496883905,56,4,4,1138.5868292682926,2.1951219512195124,1.2682926829268293,0,0,0,0,0,0,0,0,0
8911aa6a333ffff,991,616,2778,1149241.64,403.69680653543895,1.0,12365.97,215.81578015393404,1196,5,4,1865.6520129870128,4.509740259740259,1.6087662337662338,0,0,0,0,0,0,0,0,0
8911aa6a337ffff,1284,310,4840,2225507.89,500.3709846265577,1.0,9785.0,251.07921208619263,2388,9,4,7179.05770967742,15.612903225806452,4.141935483870967,0,0,0,0,0,0,0,0,0
8911aa6a33bffff,6,5,6,4500.0,750.0,200.0,1300.0,,6,1,3,900.0,1.2,1.2,0,0,0,0,0,0,1,0,1
8911aa6a343ffff,3,3,3,3613.0,1204.3333333333333,500.0,2200.0,,3,1,1,1204.3333333333333,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa6a347ffff,346,202,582,339609.42,647.290277186792,14.0,19983.0,342.23951499978034,374,9,4,1681.2347524752474,2.881188118811881,1.7128712871287128,41,41,1,0,0,0,0,0,0
8911aa6a34fffff,12,12,13,282920.15,19502.245833333334,6840.28,50844.4,2759.413502902384,12,1,3,23576.67916666667,1.0833333333333333,1.0,0,0,0,0,0,0,0,0,0
8911aa6a357ffff,60,50,204,87405.0,575.3470562433334,30.0,3530.0,191.03585560343447,60,3,4,1748.1,4.08,1.2,32,32,1,0,0,0,0,0,0
8911aa6a363ffff,145,88,470,130368.98,259.6826309166896,3.0,1650.0,149.74168391746366,198,4,3,1481.4656818181818,5.340909090909091,1.6477272727272727,24,24,1,0,0,0,0,0,0
8911aa6a367ffff,42,32,65,71888.36,1049.1081292516667,25.0,5052.68,462.3738713324357,47,2,3,2246.51125,2.03125,1.3125,32,32,1,0,0,0,0,1,0
8911aa6a36bffff,177,102,458,190448.19,562.5849701211299,5.0,22643.0,233.8394095379577,211,3,3,1867.1391176470588,4.490196078431373,1.7352941176470589,0,0,0,0,0,1,0,0,0
8911aa6a36fffff,3,3,5,20150.0,4525.0,500.0,7000.0,2457.196064623253,4,1,3,6716.666666666667,1.6666666666666667,1.0,0,0,0,0,0,0,0,0,0
8911aa6a373ffff,1005,372,2602,2175651.92,931.4621155931842,3.0,31485.0,511.7932448816954,1602,11,4,5848.526666666667,6.994623655913978,2.7016129032258065,16,16,1,0,0,0,0,1,0
8911aa6a377ffff,399,183,958,328028.86,410.4366094661904,3.0,4760.0,211.67068713706539,546,8,3,1792.507431693989,5.2349726775956285,2.180327868852459,0,0,0,0,0,0,0,1,0
8911aa6a37bffff,242,174,508,339945.55,854.3130046033058,25.0,7249.0,358.2687942627563,320,8,4,1953.7100574712642,2.9195402298850577,1.3908045977011494,0,0,0,0,0,0,0,0,0
8911aa6a383ffff,2949,1117,7287,3137771.72,512.1631659874838,3.0,31900.0,221.4912600743197,3856,15,4,2809.1062846911373,6.523724261414503,2.640107430617726,45,45,1,0,0,1,0,0,0
8911aa6a387ffff,78,64,121,46568.74,386.71746438756406,15.0,4481.24,277.4518689653367,80,6,4,727.6365625,1.890625,1.21875,0,0,0,0,0,0,0,0,1
8911aa6a38bffff,488,244,1502,777260.46,705.5443523979098,4.99,29640.0,306.4973929271924,646,10,3,3185.49368852459,6.155737704918033,2.0,0,0,0,0,0,0,0,0,0
8911aa6a38fffff,895,382,3229,1867967.18,738.7675917230056,2.0,43998.0,415.8230478685207,1413,11,4,4889.966439790575,8.452879581151832,2.342931937172775,354,354,1,0,0,0,0,0,0
8911aa6a393ffff,698,407,1642,1242521.52,1090.349074349427,3.99,26839.0,357.70639055440057,928,9,4,3052.8784275184275,4.034398034398034,1.714987714987715,0,0,0,0,0,0,0,0,0
8911aa6a397ffff,125,79,318,566590.02,1598.89606155448,0.01,39365.67,1603.869403298346,145,5,3,7172.025569620253,4.025316455696203,1.5822784810126582,364,364,1,0,0,0,0,0,0
8911aa6a39bffff,710,297,1811,709238.33,463.8335036306761,12.0,6450.06,219.0406928891005,867,8,4,2388.007845117845,6.097643097643098,2.3905723905723906,14,14,1,0,0,0,0,0,0
8911aa6a3a3ffff,17,13,27,83257.48,2174.2253921570586,40.0,11000.0,927.6198449921336,19,2,3,6404.421538461538,2.076923076923077,1.3076923076923077,0,0,0,0,0,0,0,0,0
8911aa6a3a7ffff,3,3,9,3300.0,366.6666666666667,100.0,500.0,0.0,3,1,2,1100.0,3.0,1.0,0,0,0,0,0,0,0,0,0
8911aa6a3abffff,167,85,1075,416317.2,440.5182397991018,5.0,4000.0,257.77969655135547,330,3,4,4897.849411764706,12.647058823529411,1.964705882352941,0,0,0,0,0,0,0,0,0
8911aa6a3b7ffff,120,74,403,124923.31999999999,344.07940272558335,7.9,4699.0,258.2612890120828,213,1,3,1688.152972972973,5.445945945945946,1.6216216216216217,0,0,0,0,0,0,0,0,0
8911aa6a3bbffff,31,20,83,16315.35,209.0401305683871,19.0,668.0,98.42148322739332,31,2,3,815.7675,4.15,1.55,0,0,0,0,0,0,0,0,0
8911aa6a3c3ffff,125,73,577,236942.78,452.4048216772,18.39,3097.88,240.37154716506404,242,2,4,3245.791506849315,7.904109589041096,1.7123287671232876,0,0,0,0,0,0,0,0,0
8911aa6a3c7ffff,643,335,1782,939206.29,764.7189728172007,1.63,16812.0,356.8907774138579,858,4,4,2803.6008656716417,5.3194029850746265,1.9194029850746268,0,0,0,0,0,0,0,0,0
8911aa6a3cbffff,112,94,246,144048.88,957.4261176927678,2.0,26560.0,126.56075312074285,114,4,4,1532.4348936170213,2.617021276595745,1.1914893617021276,0,0,0,0,0,0,0,0,0
8911aa6a3cfffff,356,226,654,1017442.91,1630.1924571852808,4.9,7499.0,497.71127114154586,469,3,4,4501.959778761062,2.893805309734513,1.575221238938053,0,0,0,0,0,0,0,0,0
8911aa6a3d3ffff,391,157,1634,762881.28,457.9766041707928,5.0,4726.95,291.10560153370676,730,5,4,4859.116433121019,10.40764331210191,2.4904458598726116,10,10,1,0,0,0,0,0,0
8911aa6a3d7ffff,21,18,27,17169.5,601.7103174604762,45.0,4465.0,548.5174005027698,22,3,3,953.8611111111111,1.5,1.1666666666666667,0,0,0,0,0,0,0,0,0
8911aa6a403ffff,42,32,75,12970.0,159.15277777761906,15.0,1000.0,86.54484510998444,42,1,3,405.3125,2.34375,1.3125,0,0,0,0,0,0,0,0,0
8911aa6a407ffff,211,108,604,327290.95,596.4514203098104,3.0,7370.0,286.6532516370955,254,3,4,3030.471759259259,5.592592592592593,1.9537037037037037,0,0,0,0,0,0,0,0,0
8911aa6a40bffff,224,126,997,442425.76,419.9722900657589,3.39,3486.0,270.55547517900646,381,3,4,3511.3155555555554,7.912698412698413,1.7777777777777777,0,0,0,0,0,0,0,0,0
8911aa6a40fffff,30,18,117,33858.0,317.49955555500003,9.0,1320.0,145.23197193081626,31,2,4,1881.0,6.5,1.6666666666666667,0,0,0,0,0,0,0,0,0
8911aa6a413ffff,147,96,403,200831.56,572.6488078396599,7.99,5620.0,367.8364433911303,225,4,3,2091.9954166666666,4.197916666666667,1.53125,0,0,0,0,0,0,0,0,0
8911aa6a417ffff,445,190,1386,832191.34,695.0289868892809,5.91,10710.0,373.49936503531694,633,10,3,4379.954421052631,7.294736842105263,2.3421052631578947,15,15,1,0,0,0,1,0,0
8911aa6a41bffff,251,143,1829,674184.46,453.23776309605574,4.0,5766.97,274.32614253626355,498,2,3,4714.576643356643,12.79020979020979,1.7552447552447552,0,0,0,0,0,0,0,0,0
8911aa6a423ffff,5,3,8,310500.0,39540.0,3500.0,84500.0,34695.37273021993,5,1,3,103500.0,2.6666666666666665,1.6666666666666667,0,0,0,0,0,0,0,0,0
8911aa6a427ffff,2,2,4,995.0,248.75,48.0,481.0,193.39370465452075,2,1,2,497.5,2.0,1.0,0,0,0,0,0,0,0,0,0
8911aa6a42bffff,34,25,64,62773.51,1269.9711274508825,45.0,12404.51,304.53049100570394,34,4,3,2510.9404,2.56,1.36,0,0,0,0,0,0,0,0,0
8911aa6a42fffff,1,1,1,5800.0,5800.0,5800.0,5800.0,,1,1,1,5800.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa6a433ffff,169,94,739,552868.89,1113.167029993432,8.49,49990.0,416.8948738096433,339,5,4,5881.583936170213,7.861702127659575,1.797872340425532,0,0,0,0,0,0,0,0,0
8911aa6a437ffff,152,75,588,344699.89,730.0915660016448,16.99,5743.0,384.02215876432615,187,2,3,4595.998533333333,7.84,2.026666666666667,0,0,0,0,0,0,0,0,0
8911aa6a43bffff,455,271,1343,715763.38,518.229943622022,5.0,4950.0,292.78166768526114,696,4,4,2641.193284132841,4.955719557195572,1.6789667896678966,0,0,0,0,0,0,0,0,0
8911aa6a443ffff,763,414,1835,975448.54,604.7312611913893,5.0,29116.0,333.57266174614983,841,11,4,2356.155893719807,4.432367149758454,1.8429951690821256,0,0,0,1,0,1,0,1,0
8911aa6a447ffff,564,323,1288,642160.3,549.0553376649823,13.5,10250.0,256.4884652301236,648,5,4,1988.112383900929,3.9876160990712073,1.7461300309597523,21,21,1,0,0,0,0,0,0
8911aa6a44bffff,1,1,2,1250.0,625.0,200.0,1050.0,601.0407640085654,1,1,1,1250.0,2.0,1.0,0,0,0,0,0,0,0,0,0
8911aa6a44fffff,183,131,746,117998.0,134.99263259191255,2.0,1885.0,68.34045820442648,199,2,4,900.7480916030535,5.694656488549619,1.3969465648854962,0,0,0,0,0,0,0,0,0
8911aa6a453ffff,694,469,1443,762561.62,588.908942811023,10.0,8802.39,389.41761657435484,745,9,4,1625.930959488273,3.076759061833689,1.4797441364605544,331,331,1,0,0,0,0,0,0
8911aa6a457ffff,182,125,366,198179.74,675.0519314713187,7.0,8000.0,261.7911147225545,193,10,4,1585.4379199999998,2.928,1.456,0,0,0,0,0,0,0,0,0
8911aa6a45bffff,2481,1327,5343,1899059.73,445.6879120103467,2.0,17068.07,161.10462606811384,3035,12,4,1431.0924868123586,4.026375282592314,1.8696307460437076,29,29,1,0,0,0,0,0,0
8911aa6a463ffff,710,327,2106,2463663.5100000002,1112.1756284292817,2.74,14175.67,750.5254004130921,1308,9,4,7534.1391743119275,6.440366972477064,2.1712538226299696,3,3,1,0,0,0,0,0,0
8911aa6a467ffff,203,118,548,419965.4,920.5074043802463,8.49,6900.0,483.1210956052162,253,5,3,3559.0288135593223,4.6440677966101696,1.7203389830508475,0,0,0,0,0,0,0,0,0
8911aa6a46bffff,231,135,624,445744.68,927.1619124296969,2.0,10035.0,374.78574487280827,282,7,4,3301.8124444444443,4.622222222222222,1.711111111111111,76,76,1,0,0,0,0,0,0
8911aa6a46fffff,306,158,839,935268.38,1765.6275229598039,6.0,211140.0,1560.8409381418035,365,5,3,5919.4201265822785,5.310126582278481,1.9367088607594938,0,0,0,0,0,0,0,0,0
8911aa6a473ffff,106,70,190,80498.0,447.1459859416038,20.0,4000.0,321.14018308879713,113,4,4,1149.9714285714285,2.7142857142857144,1.5142857142857142,0,0,0,0,0,0,0,0,0
8911aa6a477ffff,295,152,653,299255.1,474.89108460667796,5.99,7551.9,257.3323972713664,375,3,4,1968.7835526315787,4.296052631578948,1.9407894736842106,0,0,0,0,0,0,1,0,0
8911aa6a47bffff,40,35,65,59641.0,1177.82291666675,170.0,2960.0,200.52661588903945,46,1,3,1704.0285714285715,1.8571428571428572,1.1428571428571428,0,0,0,0,0,0,0,0,0
8911aa6a48bffff,12,11,14,37774.0,2509.3333333333335,100.0,10624.0,2801.5570670611014,12,2,2,3434.0,1.2727272727272727,1.0909090909090908,0,0,0,0,0,0,0,0,0
8911aa6a48fffff,215,127,761,449939.21,974.4120861685116,3.0,12200.0,307.75044582078607,277,7,4,3542.8284251968507,5.9921259842519685,1.6929133858267718,0,0,0,0,0,0,0,0,0
8911aa6a493ffff,1,1,1,330.0,330.0,330.0,330.0,,1,1,1,330.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa6a497ffff,611,315,1888,439317.95,243.90230710443538,5.0,2700.0,90.02323942641705,709,6,3,1394.6601587301589,5.993650793650794,1.9396825396825397,4,4,1,0,0,0,0,0,0
8911aa6a49bffff,14,13,15,90048.65,6332.253571428571,335.0,29700.0,420.16284938104656,14,1,3,6926.819230769231,1.1538461538461537,1.0769230769230769,0,0,0,0,0,0,0,0,0
8911aa6a4a7ffff,111,83,263,1129052.54,9406.335541538378,45.0,504265.0,577.6868426894853,111,7,3,13603.04265060241,3.1686746987951806,1.3373493975903614,101,101,1,0,0,0,0,1,0
8911aa6a4abffff,79,46,571,304732.74,624.0236770289873,22.0,10800.0,396.3030185557653,79,3,3,6624.624782608696,12.41304347826087,1.7173913043478262,0,0,0,0,0,0,0,0,0
8911aa6a4b3ffff,36,26,60,53631.9,926.7863425925001,3.5,3782.7,726.4675694319561,36,2,4,2062.765384615385,2.3076923076923075,1.3846153846153846,2,2,1,0,0,0,0,0,0
8911aa6a4b7ffff,4316,2161,7127,12909013.13,1999.59158379519,1.0,153406.0,1683.9449504091706,5709,15,3,5973.629398426655,3.2980101804720037,1.997223507635354,28,28,1,0,0,0,0,0,0
8911aa6a4bbffff,13,13,20,37977.0,2274.2948717946156,1.6,17500.0,695.5548677829534,13,1,2,2921.3076923076924,1.5384615384615385,1.0,0,0,0,0,0,0,0,0,0
8911aa6a4c3ffff,376,213,1016,721516.3200000001,883.3195829729256,4.01,15800.0,347.1079701492968,477,6,3,3387.400563380282,4.769953051643192,1.7652582159624413,0,0,0,0,0,0,0,0,0
8911aa6a4c7ffff,1094,856,2142,1487028.92,843.2638104839306,1.0,13030.0,243.5774317011148,1507,5,4,1737.1833177570093,2.5023364485981308,1.27803738317757,0,0,0,0,0,0,0,0,0
8911aa6a4cbffff,290,174,805,2133103.08,3813.1045977215517,38.0,172349.89,2935.4808437658626,376,3,4,12259.213103448275,4.626436781609195,1.6666666666666667,0,0,0,0,0,0,0,0,0
8911aa6a4d7ffff,41,29,128,163310.74,2715.917958992195,40.0,31315.79,580.2566444500596,41,4,3,5631.404827586207,4.413793103448276,1.4137931034482758,0,0,0,0,0,0,0,0,0
8911aa6a503ffff,531,188,2341,1177628.51,507.8575823465348,2.0,6743.65,359.1706131910626,1097,8,3,6263.981436170213,12.452127659574469,2.824468085106383,16,16,1,0,0,0,0,0,0
8911aa6a50bffff,13,10,66,31068.0,607.6372987476923,122.0,6150.0,416.6503100425446,13,2,3,3106.8,6.6,1.3,0,0,0,0,0,0,0,0,0
8911aa6a50fffff,29,19,60,10192.0,174.45217569793104,30.0,569.0,85.84694621117772,29,1,3,536.421052631579,3.1578947368421053,1.5263157894736843,0,0,0,0,0,0,0,0,0
8911aa6a513ffff,72,49,159,75076.6,693.5106802443056,20.0,17766.0,113.44372161141783,72,4,3,1532.1755102040818,3.2448979591836733,1.469387755102041,0,0,0,0,0,0,0,0,0
8911aa6a51bffff,426,269,945,480098.74,620.2097116792723,3.99,19500.0,214.88600830239503,574,8,3,1784.7536802973978,3.513011152416357,1.58364312267658,0,0,0,0,0,0,0,0,0
8911aa6a523ffff,25,19,51,21389.37,379.0464,51.88,2590.0,402.6301485855604,28,2,3,1125.7563157894735,2.6842105263157894,1.3157894736842106,25,25,1,0,0,0,0,0,1
8911aa6a527ffff,255,109,1084,644860.26,756.6785521895293,5.0,11500.0,393.0128427483545,461,6,3,5916.149174311927,9.944954128440367,2.3394495412844036,0,0,0,0,0,0,0,0,0
8911aa6a52bffff,21,13,97,37831.64,316.9160440804762,9.99,2503.39,353.0451459595328,27,1,3,2910.126153846154,7.461538461538462,1.6153846153846154,0,0,0,0,0,0,0,0,0
8911aa6a52fffff,183,119,671,293873.73,417.7528953191803,3.49,4238.83,277.92536366392056,251,4,3,2469.5271428571427,5.638655462184874,1.5378151260504203,0,0,0,0,0,0,0,0,0
8911aa6a533ffff,4,3,4,514.0,128.5,70.0,194.0,,4,1,2,171.33333333333334,1.3333333333333333,1.3333333333333333,0,0,0,0,0,0,0,0,0
8911aa6a537ffff,219,94,593,358965.24,758.2829827739727,3.99,15586.5,466.0727973405975,276,7,3,3818.7791489361703,6.308510638297872,2.3297872340425534,0,0,0,0,0,0,0,0,0
8911aa6a53bffff,307,137,916,376168.79,439.45131611537465,14.29,4340.86,252.5963245084542,401,4,4,2745.7575912408756,6.686131386861314,2.240875912408759,52,52,1,1,0,0,0,0,0
8911aa6a543ffff,64,56,126,19200.0,178.43303571421876,30.0,960.0,63.67882985963062,64,5,3,342.85714285714283,2.25,1.1428571428571428,0,0,0,0,0,1,0,0,0
8911aa6a547ffff,365,263,955,712582.81,985.5138974187397,3.99,15198.23,425.5747107939615,555,5,4,2709.4403422053233,3.6311787072243344,1.3878326996197718,0,0,0,0,0,0,0,0,0
8911aa6a54bffff,86,60,294,95163.92,431.4572984422093,30.0,3395.96,115.9557127242296,86,3,4,1586.0653333333332,4.9,1.4333333333333333,0,0,0,0,0,0,0,0,0
8911aa6a54fffff,175,130,342,214928.5,937.2089319729143,10.0,13500.0,143.68997899779757,183,6,4,1653.2961538461539,2.6307692307692307,1.3461538461538463,33,33,1,0,0,0,0,1,0
8911aa6a553ffff,405,191,1126,517196.1,555.6039811610865,4.65,12109.98,298.2296546851909,560,6,4,2707.8329842931935,5.895287958115183,2.1204188481675392,0,0,0,0,0,0,0,0,0
8911aa6a557ffff,310,132,989,387102.45,374.3574235071613,5.0,5205.68,251.11284840020647,469,2,3,2932.5943181818184,7.492424242424242,2.3484848484848486,0,0,0,0,0,0,0,0,0
8911aa6a55bffff,4,4,5,6674.0,1653.0,62.0,6150.0,0.0,4,1,3,1668.5,1.25,1.0,0,0,0,0,0,0,0,0,0
8911aa6a56bffff,143,74,714,264189.1,587.0416698257343,3.0,25000.0,205.0279754747643,219,3,3,3570.1229729729725,9.64864864864865,1.9324324324324325,0,0,0,0,0,0,0,0,0
8911aa6a56fffff,347,191,1280,482484.38,354.96059810945246,3.99,3997.46,260.07215332899403,460,4,4,2526.0962303664924,6.701570680628272,1.8167539267015707,0,0,0,0,0,0,0,0,0
8911aa6a573ffff,192,94,729,328694.0,616.985375375573,20.0,52700.0,117.09845133583158,216,3,4,3496.744680851064,7.75531914893617,2.0425531914893615,0,0,0,0,0,0,0,0,0
8911aa6a577ffff,588,387,1873,256823.7,166.1990594589966,10.0,4500.0,65.52851432863072,780,5,4,663.6271317829458,4.839793281653747,1.5193798449612403,0,0,0,0,0,0,0,0,0
8911aa6a57bffff,756,256,2530,1092276.17,475.84149727010583,3.0,6842.46,253.65858740413603,1056,5,4,4266.7037890625,9.8828125,2.953125,0,0,0,0,0,0,0,0,0
8911aa6a587ffff,27,24,94,6836.0,115.77160493814814,30.0,1000.0,14.293647856378765,29,2,4,284.8333333333333,3.9166666666666665,1.125,0,0,0,0,0,0,0,0,0
8911aa6a58bffff,113,71,359,147665.78,355.60315631398225,22.99,4700.0,191.4627740358022,169,3,3,2079.799718309859,5.056338028169014,1.591549295774648,0,0,0,0,0,0,0,0,0
8911aa6a58fffff,85,65,329,211312.43,1251.5448739381177,35.0,8069.0,223.59619754661819,85,4,3,3250.9604615384615,5.061538461538461,1.3076923076923077,0,0,0,0,0,0,0,0,0
8911aa6a593ffff,111,95,220,40881.5,184.04722476099099,15.0,4150.0,130.65934376657577,117,3,4,430.3315789473684,2.3157894736842106,1.168421052631579,0,0,0,0,0,0,0,0,0
8911aa6a597ffff,7,4,132,42894.0,285.29144933857145,40.0,559.0,78.72963988045409,7,2,3,10723.5,33.0,1.75,0,0,0,0,0,0,0,0,0
8911aa6a59bffff,1,1,1,43600.0,43600.0,43600.0,43600.0,,1,1,1,43600.0,1.0,1.0,0,0,0,0,0,0,0,0,0
8911aa6a5a3ffff,8,5,18,3662.12,223.446636905,38.99,615.27,84.06498455367182,10,1,3,732.424,3.6,1.6,0,0,0,0,0,0,0,0,0
8911aa6a5a7ffff,302,113,1217,521687.85,476.2601002778808,3.99,8197.6,269.10237744298394,489,4,3,4616.706637168141,10.769911504424778,2.672566371681416,10,10,1,0,0,0,1,0,0
8911aa6a5abffff,2,1,3,9600.0,3200.0,3200.0,3200.0,0.0,2,1,2,9600.0,3.0,2.0,0,0,0,0,0,0,0,0,0
8911aa6a5bbffff,78,58,228,67696.04000000001,262.1289292141026,2.0,7383.76,189.57668744836593,81,2,3,1167.173103448276,3.9310344827586206,1.3448275862068966,26,26,1,0,0,0,0,0,0
8911aa6a5c3ffff,35,30,66,192783.89,4287.464317460286,100.0,37192.89,1135.17824863185,37,5,3,6426.129666666667,2.2,1.1666666666666667,0,0,0,0,0,0,0,0,0
8911aa6a5c7ffff,185,134,485,3269817.61,11678.237276122809,5.0,154690.0,4327.1571291972505,185,3,4,24401.62395522388,3.6194029850746268,1.3805970149253732,0,0,0,0,0,0,0,0,0
8911aa6a5cbffff,41,30,116,114976.05,1836.9936872309759,70.0,18500.0,983.4278331712743,41,4,3,3832.5350000000003,3.8666666666666667,1.3666666666666667,0,0,0,0,0,0,0,0,0
8911aa6a5cfffff,332,182,1176,469518.47,509.77859492283136,5.0,11160.0,185.18979273229832,455,5,4,2579.7718131868132,6.461538461538462,1.8241758241758241,0,0,0,0,0,0,0,0,0
8911aa6a5d3ffff,377,226,954,817289.07,1330.8865416671883,14.0,45180.0,543.3562890540857,476,11,3,3616.3233185840704,4.221238938053097,1.668141592920354,0,0,0,0,1,0,0,0,1
8911aa6a5dbffff,192,104,1262,812920.49,680.4821852422396,4.8,11775.0,427.8861564975283,557,4,3,7816.543173076923,12.134615384615385,1.8461538461538463,0,0,0,0,0,0,0,0,0
8911aa6a603ffff,714,306,3279,1772440.38,637.3137218532213,3.99,18800.0,360.18576591667056,1549,4,4,5792.288823529411,10.715686274509803,2.3333333333333335,7,7,1,0,0,0,0,0,0
8911aa6a607ffff,479,283,1195,661385.04,608.3290310431732,7.9,20000.0,340.64376377780917,715,10,3,2337.0496113074205,4.222614840989399,1.6925795053003534,26,26,1,0,0,0,0,1,0
8911aa6a60bffff,194,110,502,191102.72,432.6388903951546,10.0,7125.0,199.5329424858372,201,3,4,1737.2974545454545,4.5636363636363635,1.7636363636363637,0,0,0,0,0,0,0,0,0
8911aa6a60fffff,9,8,9,20410.2,2267.8,220.0,7073.2,,9,2,2,2551.275,1.125,1.125,0,0,0,0,0,0,0,0,0
8911aa6a613ffff,554,224,2252,1184876.86,494.1468353366245,5.99,5250.0,321.68321385953294,1029,7,3,5289.628839285715,10.053571428571429,2.4732142857142856,0,0,0,0,0,0,0,0,0
8911aa6a617ffff,90,65,215,76188.98,295.77974362244447,11.0,1865.05,246.10835512969743,107,2,3,1172.1381538461537,3.3076923076923075,1.3846153846153846,31,31,1,0,0,0,0,0,0
8911aa6a61bffff,125,81,260,127838.44,606.24050359536,5.0,6450.0,298.9528599960493,131,4,4,1578.2523456790125,3.2098765432098766,1.5432098765432098,0,0,0,0,0,0,0,0,0
8911aa6a623ffff,18,14,23,7829.0,332.97222222222223,60.0,1183.0,270.64512049915106,18,1,3,559.2142857142857,1.6428571428571428,1.2857142857142858,0,0,0,0,0,0,0,0,0
8911aa6a627ffff,685,359,1655,650597.47,494.57148837652556,3.99,9942.5,216.86740055421896,790,9,4,1812.2492200557103,4.610027855153203,1.9080779944289694,0,0,0,0,0,0,0,0,0
8911aa6a62bffff,492,311,1282,610471.93,537.3001634417074,8.46,25400.0,260.28337306561446,688,5,3,1962.9322508038588,4.122186495176849,1.5819935691318328,0,0,0,0,0,0,0,0,0
8911aa6a62fffff,589,309,1714,814745.3,579.8983527419695,6.0,11585.0,287.6923658448938,797,9,4,2636.7161812297736,5.546925566343042,1.9061488673139158,0,0,0,0,0,0,0,1,0
8911aa6a633ffff,307,171,706,388096.43,597.9396672707165,6.0,19099.0,302.4141187856373,373,4,4,2269.5697660818714,4.128654970760234,1.7953216374269005,0,0,0,0,0,0,0,0,0
8911aa6a637ffff,275,149,780,422369.08,720.2652001361818,1.2,12669.0,310.13029797771964,385,4,3,2834.691812080537,5.23489932885906,1.8456375838926173,0,0,0,0,0,0,0,0,0
8911aa6a63bffff,217,150,505,541616.07,1240.4393411118895,6.0,10149.4,659.4501794820023,257,5,3,3610.7737999999995,3.3666666666666667,1.4466666666666668,34,34,1,0,0,0,0,0,0
8911aa6a647ffff,19,14,25,31471.55,851.0375,100.0,3859.23,310.3381729293943,19,1,3,2247.967857142857,1.7857142857142858,1.3571428571428572,216,216,1,0,0,1,0,0,0
8911aa6a64bffff,167,109,581,305569.68,571.3031625138323,8.0,5070.0,322.24422935828034,270,3,3,2803.3915596330276,5.330275229357798,1.5321100917431192,0,0,0,0,0,0,0,0,1
8911aa6a653ffff,27,17,119,8395.0,84.54207037407407,20.0,350.0,10.175703694382781,33,2,4,493.8235294117647,7.0,1.588235294117647,0,0,0,0,0,0,0,0,0
8911aa6a657ffff,18,18,25,49178.5,2302.5092592594447,155.0,19195.0,456.9943452649743,20,1,3,2732.1388888888887,1.3888888888888888,1.0,0,0,0,0,0,0,0,0,0
8911aa6a667ffff,172,120,801,366477.62,447.6048766945349,5.99,4213.91,334.6256334569336,291,1,3,3053.9801666666667,6.675,1.4333333333333333,0,0,0,0,0,0,0,0,0
8911aa6a673ffff,124,100,191,392373.4,2667.333826164839,50.0,138825.0,611.6340226992487,143,4,4,3923.7340000000004,1.91,1.24,0,0,0,0,0,0,0,0,0
8911aa6a677ffff,34,23,118,39925.0,606.3049122450001,15.0,5750.0,148.9254171295923,34,2,3,1735.8695652173913,5.130434782608695,1.4782608695652173,0,0,0,0,0,0,0,0,0
8911aa6a67bffff,247,194,457,244506.0,642.1394894579353,7.0,6150.0,103.20721411158434,305,3,4,1260.340206185567,2.3556701030927836,1.2731958762886597,0,0,0,0,0,0,0,0,0
8911aa6a683ffff,968,513,2680,1396637.33,588.5183408894421,6.0,5863.0,271.9028936792297,1257,9,4,2722.4899220272905,5.224171539961014,1.8869395711500974,50,50,1,0,0,0,0,0,0
8911aa6a687ffff,29,22,46,9585.0,242.12356321862072,12.0,1540.0,55.88869059337143,29,2,3,435.6818181818182,2.090909090909091,1.3181818181818181,0,0,0,0,0,0,0,0,2
8911aa6a68bffff,129,82,413,165339.5,425.41202492573643,10.0,3530.0,125.88954271486608,129,4,4,2016.3353658536585,5.036585365853658,1.5731707317073171,0,0,0,0,0,0,0,0,0
8911aa6a68fffff,944,366,3282,2097144.49,667.162484124661,4.0,23570.0,432.4858046901827,1881,9,4,5729.902978142077,8.967213114754099,2.579234972677596,22,22,1,0,0,0,1,0,0
